Latitude,Longitude,Depth,Magnitude,No,Cluster
0.056,0.531,0.047,0.286,692,0
0.483,0.744,0.012,0.346,693,0
0.229,0.754,0.204,0.558,694,3
0.198,0.263,0.049,0.406,695,1
0.414,0.746,0.146,0.451,696,3
0.512,0.716,0.012,0.322,697,0
0.647,0.616,0.163,0.305,698,0
0.644,0.625,0.144,0.324,699,0
0.442,0.794,0.028,0.345,700,0
0.633,0.539,0.012,0.234,701,0
0.127,0.38,0.049,0.3,702,0
0.059,0.549,0.064,0.302,703,0
0.592,0.089,0.029,0.265,704,0
0.17,0.298,0.041,0.3,705,0
0.706,0.081,0.099,0.424,706,1
0.138,0.344,0.023,0.263,707,0
0.452,0.142,0.025,0.328,708,0
0.131,0.336,0.012,0.263,709,0
0.637,0.609,0.12,0.3,710,0
0.494,0.967,0.055,0.525,711,1
0.436,0.737,0.124,0.394,712,3
0.641,0.607,0.18,0.556,713,3
0.419,0.74,0.012,0.342,714,0
0.413,0.735,0.012,0.387,715,0
0.149,0.31,0.071,0.402,716,0
0.313,0.185,0.021,0.342,717,0
0.946,0.037,0.035,0.289,718,0
0.19,0.481,0.389,0.615,719,3
0.212,0.26,0.163,0.392,720,3
0.663,0.679,0.012,0.473,721,1
0.276,0.772,0.236,0.519,722,3
0.168,0.522,0.012,0.303,723,0
0.17,0.28,0.029,0.473,724,1
0.692,0.592,0.071,0.389,725,0
0.588,0.545,0.012,0.414,726,1
0.224,0.739,0.255,0.522,727,3
0.149,0.302,0.012,0.416,728,1
0.662,0.679,0.063,0.467,729,1
0.064,0.523,0.012,0.446,730,1
0.061,0.484,0.015,0.332,731,0
0.927,0.035,0.012,0.365,732,0
0.374,0.191,0.142,0.591,733,1
0.114,0.455,0.112,0.228,734,0
0.15,0.309,0.06,0.319,735,0
0.675,0.621,0.318,0.327,736,3
0.239,0.668,0.705,0.408,737,2
0.083,0.338,0.012,0.337,738,0
0.283,0.665,0.748,0.541,739,2
0.098,0.294,0.012,0.445,740,1
0.394,0.842,0.032,0.589,741,1
0.788,0.724,0.178,0.552,742,3
0.205,0.726,0.214,0.489,743,3
0.481,0.128,0.019,0.314,744,0
0.685,0.66,0.076,0.516,745,1
0.257,0.759,0.214,0.478,746,3
0.668,0.68,0.057,0.569,747,1
0.06,0.517,0.012,0.476,748,1
0.711,0.705,0.204,0.419,749,3
0.097,0.436,0.049,0.51,750,1
0.501,0.702,0.012,0.469,751,1
0.742,0.624,0.041,0.542,752,1
0.761,0.71,0.219,0.571,753,3
0.686,0.104,0.012,0.362,754,0
0.121,0.365,0.02,0.312,755,0
0.78,0.042,0.088,0.287,756,0
0.203,0.548,0.487,0.368,757,2
0.626,0.609,0.073,0.498,758,1
0.112,0.391,0.092,0.587,759,1
0.588,0.546,0.012,0.361,760,0
0.17,0.252,0.012,0.434,761,1
0.378,0.153,0.039,0.583,762,1
0.152,0.582,0.012,0.415,763,1
0.088,0.431,0.043,0.334,764,0
0.263,0.762,0.235,0.505,765,3
0.893,0.643,0.421,0.578,766,3
0.787,0.725,0.276,0.529,767,3
0.345,0.208,0.144,0.428,768,3
0.872,0.04,0.095,0.389,769,0
0.146,0.309,0.064,0.467,770,1
0.227,0.76,0.168,0.583,771,3
0.594,0.558,0.012,0.296,772,0
0.171,0.615,0.288,0.374,773,3
0.471,0.592,0.016,0.37,774,0
0.376,0.751,0.258,0.4,775,3
0.151,0.54,0.219,0.401,776,3
0.386,0.162,0.035,0.466,777,1
0.06,0.514,0.016,0.297,778,0
0.254,0.772,0.171,0.491,779,3
0.206,0.725,0.2,0.454,780,3
0.383,0.838,0.031,0.516,781,1
0.14,0.513,0.167,0.382,782,3
0.623,0.614,0.012,0.244,783,0
0.154,0.534,0.077,0.316,784,0
0.306,0.168,0.081,0.414,785,1
0.479,0.743,0.019,0.374,786,0
0.472,0.743,0.027,0.336,787,0
0.206,0.263,0.012,0.286,788,0
0.147,0.573,0.243,0.45,789,3
0.188,0.28,0.124,0.311,790,0
0.392,0.845,0.017,0.458,791,1
0.686,0.585,0.108,0.264,792,0
0.087,0.514,0.012,0.449,793,1
0.472,0.743,0.019,0.295,794,0
0.506,0.742,0.015,0.332,795,0
0.068,0.547,0.116,0.27,796,0
0.753,0.633,0.421,0.48,797,3
0.164,0.268,0.012,0.402,798,0
0.09,0.515,0.012,0.266,799,0
0.151,0.3,0.027,0.39,800,0
0.088,0.588,0.012,0.234,801,0
0.748,0.686,0.012,0.45,802,1
0.491,0.76,0.039,0.326,803,0
0.578,0.57,0.012,0.257,804,0
0.769,0.034,0.056,0.451,805,1
0.152,0.308,0.012,0.41,806,1
0.28,0.467,0.029,0.402,807,0
0.525,0.132,0.036,0.286,808,0
0.705,0.711,0.012,0.398,809,0
0.51,0.984,0.012,0.49,810,1
0.399,0.753,0.027,0.372,811,0
0.137,0.511,0.168,0.347,812,3
0.182,0.374,0.239,0.55,813,3
0.67,0.568,0.012,0.293,814,0
0.075,0.458,0.013,0.293,815,0
0.647,0.613,0.146,0.406,816,3
0.476,0.756,0.033,0.394,817,0
0.478,0.757,0.06,0.585,818,1
0.474,0.759,0.012,0.429,819,1
0.813,0.717,0.183,0.553,820,3
0.782,0.681,0.08,0.498,821,1
0.473,0.758,0.021,0.425,822,1
0.634,0.607,0.123,0.427,823,3
0.072,0.506,0.012,0.257,824,0
0.093,0.438,0.033,0.276,825,0
0.718,0.693,0.045,0.462,826,1
0.612,0.582,0.012,0.276,827,0
0.111,0.403,0.047,0.335,828,0
0.72,0.691,0.028,0.325,829,0
0.682,0.686,0.031,0.478,830,1
0.731,0.071,0.012,0.263,831,0
0.563,0.848,0.012,0.393,832,0
0.734,0.649,0.024,0.241,833,0
0.46,0.97,0.012,0.452,834,1
0.632,0.608,0.016,0.283,835,0
0.457,0.728,0.012,0.348,836,0
0.218,0.449,0.033,0.254,837,0
0.457,0.729,0.012,0.243,838,0
0.772,0.729,0.251,0.465,839,3
0.087,0.507,0.017,0.307,840,0
0.671,0.07,0.047,0.52,841,1
0.412,0.118,0.012,0.613,842,1
0.41,0.118,0.012,0.559,843,1
0.633,0.605,0.1,0.376,844,0
0.723,0.663,0.103,0.443,845,1
0.284,0.772,0.199,0.503,846,3
0.809,0.087,0.21,0.63,847,3
0.408,0.161,0.105,0.461,848,1
0.08,0.418,0.012,0.35,849,0
0.071,0.416,0.012,0.523,850,1
0.2,0.673,0.561,0.615,851,2
0.08,0.388,0.015,0.344,852,0
0.679,0.685,0.039,0.433,853,1
0.328,0.757,0.27,0.414,854,3
0.118,0.336,0.019,0.367,855,0
0.121,0.349,0.064,0.568,856,1
0.493,0.75,0.017,0.422,857,1
0.126,0.347,0.012,0.266,858,0
0.16,0.308,0.012,0.366,859,0
0.29,0.709,0.517,0.464,860,2
0.758,0.696,0.151,0.448,861,3
0.413,0.119,0.029,0.595,862,1
0.148,0.527,0.196,0.401,863,3
0.407,0.117,0.024,0.404,864,1
0.482,0.92,0.091,0.53,865,1
0.141,0.525,0.162,0.451,866,3
0.604,0.821,0.029,0.346,867,0
0.004,0.364,0.029,0.524,868,1
0.457,0.796,0.069,0.555,869,1
0.862,0.681,0.166,0.504,870,3
0.485,0.765,0.012,0.254,871,0
0.48,0.762,0.012,0.305,872,0
0.481,0.76,0.019,0.432,873,1
0.48,0.761,0.028,0.335,874,0
0.073,0.415,0.012,0.343,875,0
0.712,0.568,0.015,0.415,876,1
0.754,0.721,0.17,0.352,877,3
0.631,0.609,0.044,0.431,878,1
0.615,0.635,0.079,0.348,879,0
0.435,0.625,0.012,0.385,880,0
0.615,0.807,0.072,0.355,881,0
0.48,0.756,0.219,0.32,882,3
0.612,0.615,0.013,0.388,883,0
0.304,0.169,0.032,0.341,884,0
0.478,0.138,0.047,0.366,885,0
0.123,0.469,0.012,0.305,886,0
0.17,0.513,0.223,0.288,887,3
0.712,0.045,0.021,0.477,888,1
0.469,0.943,0.012,0.425,889,1
0.64,0.607,0.116,0.293,890,0
0.469,0.727,0.019,0.31,891,0
0.881,0.62,0.653,0.51,892,2
0.474,0.734,0.016,0.268,893,0
0.545,0.885,0.012,0.423,894,1
0.342,0.179,0.04,0.256,895,0
0.678,0.673,0.012,0.269,896,0
0.067,0.523,0.012,0.456,897,1
0.524,0.767,0.012,0.261,898,0
0.378,0.169,0.051,0.374,899,0
0.171,0.495,0.012,0.27,900,0
0.165,0.523,0.012,0.416,901,1
0.664,0.763,0.087,0.563,902,1
0.259,0.729,0.402,0.459,903,3
0.154,0.491,0.136,0.318,904,0
0.166,0.488,0.045,0.338,905,0
0.749,0.042,0.06,0.461,906,1
0.639,0.564,0.012,0.244,907,0
0.642,0.639,0.025,0.366,908,0
0.686,0.563,0.101,0.359,909,0
0.622,0.641,0.012,0.399,910,0
0.261,0.762,0.278,0.463,911,3
0.753,0.562,0.039,0.326,912,0
0.291,0.777,0.163,0.593,913,1
0.898,0.694,0.055,0.538,914,1
0.111,0.339,0.064,0.529,915,1
0.811,0.046,0.083,0.33,916,0
0.479,0.75,0.195,0.324,917,3
0.474,0.971,0.012,0.336,918,0
0.129,0.285,0.075,0.586,919,1
0.182,0.49,0.015,0.336,920,0
0.716,0.72,0.012,0.543,921,1
0.714,0.718,0.012,0.341,922,0
0.509,0.574,0.012,0.288,923,0
0.212,0.549,0.814,0.476,924,2
0.242,0.753,0.203,0.488,925,3
0.098,0.266,0.045,0.543,926,1
0.095,0.263,0.012,0.549,927,1
0.182,0.485,0.387,0.542,928,3
0.912,0.042,0.192,0.328,929,3
0.222,0.757,0.228,0.551,930,3
0.161,0.458,0.016,0.24,931,0
0.24,0.747,0.389,0.49,932,3
0.737,0.589,0.012,0.409,933,1
0.344,0.806,0.04,0.512,934,1
0.716,0.718,0.012,0.421,935,1
0.825,0.678,0.012,0.443,936,1
0.268,0.746,0.339,0.471,937,3
0.643,0.608,0.194,0.469,938,3
0.079,0.416,0.071,0.604,939,1
0.083,0.417,0.013,0.462,940,1
0.878,0.72,0.023,0.547,941,1
0.106,0.518,0.012,0.451,942,1
0.262,0.734,0.012,0.573,943,1
0.448,0.875,0.012,0.488,944,1
0.649,0.612,0.012,0.332,945,0
0.157,0.28,0.084,0.567,946,1
0.14,0.475,0.012,0.312,947,0
0.151,0.336,0.036,0.438,948,1
0.722,0.678,0.012,0.429,949,1
0.379,0.658,0.623,0.495,950,2
0.079,0.418,0.012,0.398,951,0
0.681,0.105,0.218,0.51,952,3
0.702,0.643,0.013,0.292,953,0
0.64,0.641,0.012,0.434,954,1
0.713,0.597,0.017,0.327,955,0
0.491,0.732,0.012,0.297,956,0
0.717,0.722,0.012,0.361,957,0
0.281,0.379,0.741,0.456,958,2
0.166,0.311,0.061,0.315,959,0
0.114,0.356,0.012,0.381,960,0
0.737,0.729,0.012,0.504,961,1
0.127,0.598,0.107,0.262,962,0
0.737,0.729,0.012,0.408,963,1
0.774,0.701,0.033,0.414,964,1
0.195,0.248,0.013,0.321,965,0
0.09,0.558,0.072,0.241,966,0
0.717,0.705,0.184,0.414,967,3
0.858,0.698,0.081,0.599,968,1
0.717,0.683,0.039,0.407,969,1
0.192,0.24,0.012,0.489,970,1
0.314,0.787,0.183,0.532,971,3
0.077,0.417,0.021,0.355,972,0
0.484,0.75,0.057,0.298,973,0
0.08,0.416,0.027,0.315,974,0
0.11,0.531,0.113,0.449,975,1
0.653,0.619,0.171,0.338,976,3
0.112,0.509,0.093,0.423,977,1
0.074,0.415,0.019,0.346,978,0
0.081,0.418,0.012,0.361,979,0
0.077,0.417,0.017,0.388,980,0
0.069,0.415,0.012,0.338,981,0
0.162,0.523,0.012,0.371,982,0
0.645,0.608,0.015,0.307,983,0
0.445,0.734,0.012,0.276,984,0
0.075,0.416,0.037,0.26,985,0
0.395,0.161,0.045,0.53,986,1
0.578,0.601,0.012,0.538,987,1
0.877,0.023,0.083,0.567,988,1
0.276,0.183,0.025,0.339,989,0
0.6,0.603,0.012,0.232,990,0
0.804,0.093,0.228,0.343,991,3
0.434,0.158,0.085,0.292,992,0
0.645,0.611,0.012,0.277,993,0
0.454,0.722,0.045,0.484,994,1
0.115,0.34,0.017,0.348,995,0
0.239,0.779,0.192,0.491,996,3
0.079,0.417,0.012,0.337,997,0
0.673,0.623,0.306,0.348,998,3
0.747,0.103,0.148,0.317,999,0
0.196,0.713,0.16,0.495,1000,3
0.438,0.194,0.374,0.565,1001,3
0.705,0.702,0.023,0.262,1002,0
0.819,0.688,0.143,0.426,1003,3
0.078,0.415,0.027,0.315,1004,0
0.273,0.723,0.501,0.51,1005,2
0.159,0.523,0.013,0.267,1006,0
0.724,0.682,0.012,0.429,1007,1
0.362,0.197,0.012,0.389,1008,0
0.162,0.51,0.013,0.436,1009,1
0.062,0.523,0.012,0.435,1010,1
0.782,0.669,0.012,0.327,1011,0
0.714,0.672,0.012,0.379,1012,0
0.743,0.689,0.031,0.25,1013,0
0.603,0.629,0.012,0.435,1014,1
0.747,0.68,0.012,0.407,1015,1
0.06,0.521,0.013,0.326,1016,0
0.201,0.255,0.033,0.331,1017,0
0.361,0.197,0.012,0.272,1018,0
0.492,0.992,0.012,0.54,1019,1
0.044,0.301,0.012,0.444,1020,1
0.083,0.558,0.089,0.505,1021,1
0.185,0.239,0.028,0.381,1022,0
0.497,0.752,0.012,0.509,1023,1
0.357,0.758,0.266,0.479,1024,3
0.515,0.527,0.012,0.332,1025,0
0.601,0.831,0.031,0.53,1026,1
0.739,0.682,0.039,0.582,1027,1
0.64,0.654,0.059,0.517,1028,1
0.473,0.72,0.013,0.231,1029,0
0.28,0.768,0.208,0.475,1030,3
0.213,0.249,0.055,0.314,1031,0
0.255,0.187,0.013,0.416,1032,1
0.905,0.693,0.113,0.459,1033,1
0.498,0.735,0.019,0.241,1034,0
0.227,0.219,0.013,0.558,1035,1
0.749,0.707,0.186,0.649,1036,1
0.491,0.763,0.012,0.277,1037,0
0.461,0.977,0.121,0.495,1038,1
0.473,0.779,0.012,0.327,1039,0
0.446,0.736,0.012,0.555,1040,1
0.756,0.042,0.039,0.318,1041,0
0.085,0.417,0.04,0.33,1042,0
0.081,0.416,0.012,0.231,1043,0
0.142,0.324,0.012,0.295,1044,0
0.097,0.335,0.012,0.397,1045,0
0.092,0.336,0.013,0.36,1046,0
0.484,0.721,0.012,0.399,1047,0
0.481,0.72,0.02,0.423,1048,1
0.052,0.525,0.02,0.353,1049,0
0.479,0.72,0.032,0.264,1050,0
0.695,0.637,0.299,0.375,1051,3
0.723,0.585,0.012,0.283,1052,0
0.671,0.594,0.116,0.337,1053,0
0.076,0.416,0.017,0.353,1054,0
0.273,0.213,0.012,0.473,1055,1
0.118,0.393,0.044,0.318,1056,0
0.128,0.348,0.027,0.361,1057,0
0.08,0.417,0.017,0.365,1058,0
0.716,0.088,0.029,0.264,1059,0
0.303,0.334,0.71,0.426,1060,2
0.321,0.769,0.234,0.435,1061,3
0.442,0.745,0.065,0.295,1062,0
0.44,0.103,0.069,0.39,1063,0
0.19,0.238,0.012,0.312,1064,0
0.675,0.678,0.012,0.275,1065,0
0.658,0.701,0.16,0.349,1066,3
0.189,0.264,0.036,0.311,1067,0
0.199,0.234,0.012,0.339,1068,0
0.324,0.165,0.033,0.477,1069,1
0.594,0.54,0.013,0.298,1070,0
0.639,0.602,0.103,0.306,1071,0
0.475,0.736,0.012,0.26,1072,0
0.932,0.024,0.012,0.337,1073,0
0.354,0.173,0.031,0.317,1074,0
0.088,0.522,0.055,0.308,1075,0
0.647,0.819,0.012,0.532,1076,1
0.739,0.684,0.012,0.392,1077,0
0.908,0.693,0.172,0.478,1078,3
0.628,0.823,0.012,0.428,1079,1
0.629,0.826,0.015,0.548,1080,1
0.256,0.761,0.286,0.503,1081,3
0.144,0.597,0.211,0.342,1082,3
0.238,0.45,0.012,0.407,1083,1
0.536,0.971,0.073,0.514,1084,1
0.752,0.682,0.012,0.449,1085,1
0.725,0.682,0.037,0.411,1086,1
0.43,0.163,0.132,0.424,1087,3
0.466,0.779,0.012,0.319,1088,0
0.588,0.545,0.012,0.271,1089,0
0.359,0.197,0.013,0.279,1090,0
0.36,0.196,0.012,0.338,1091,0
0.037,0.505,0.012,0.267,1092,0
0.191,0.237,0.012,0.309,1093,0
0.36,0.197,0.012,0.401,1094,0
0.866,0.023,0.015,0.352,1095,0
0.19,0.237,0.012,0.382,1096,0
0.536,0.116,0.036,0.539,1097,1
0.355,0.195,0.012,0.625,1098,1
0.361,0.196,0.012,0.509,1099,1
0.361,0.196,0.012,0.322,1100,0
0.36,0.196,0.012,0.314,1101,0
0.359,0.198,0.017,0.298,1102,0
0.36,0.196,0.012,0.275,1103,0
0.208,0.659,0.57,0.437,1104,2
0.207,0.438,0.016,0.377,1105,0
0.207,0.675,0.016,0.554,1106,1
0.36,0.197,0.012,0.427,1107,1
0.161,0.483,0.012,0.404,1108,1
0.155,0.483,0.012,0.458,1109,1
0.227,0.783,0.14,0.512,1110,1
0.36,0.197,0.012,0.466,1111,1
0.36,0.197,0.012,0.311,1112,0
0.157,0.503,0.271,0.512,1113,3
0.361,0.197,0.012,0.408,1114,1
0.522,0.726,0.029,0.252,1115,0
0.072,0.253,0.012,0.514,1116,1
0.09,0.439,0.04,0.509,1117,1
0.679,0.678,0.012,0.284,1118,0
0.096,0.438,0.04,0.24,1119,0
0.402,0.154,0.048,0.43,1120,1
0.962,0.013,0.012,0.525,1121,1
0.582,0.618,0.012,0.303,1122,0
0.715,0.696,0.02,0.287,1123,0
0.268,0.782,0.159,0.541,1124,3
0.201,0.597,0.027,0.537,1125,1
0.508,0.883,0.012,0.44,1126,1
0.154,0.483,0.012,0.24,1127,0
0.691,0.592,0.091,0.316,1128,0
0.145,0.481,0.012,0.246,1129,0
0.842,0.616,0.652,0.451,1130,2
0.182,0.339,0.012,0.519,1131,1
0.255,0.191,0.012,0.466,1132,1
0.685,0.661,0.012,0.387,1133,0
0.261,0.186,0.051,0.576,1134,1
0.936,0.683,0.222,0.434,1135,3
0.501,0.984,0.027,0.434,1136,1
0.439,0.702,0.012,0.272,1137,0
0.125,0.552,0.195,0.361,1138,3
0.662,0.621,0.308,0.411,1139,3
0.517,0.124,0.013,0.411,1140,1
0.331,0.156,0.012,0.681,1141,1
0.324,0.153,0.012,0.525,1142,1
0.636,0.607,0.179,0.484,1143,3
0.813,0.708,0.116,0.397,1144,3
0.448,0.882,0.033,0.487,1145,1
0.102,0.419,0.025,0.271,1146,0
0.361,0.196,0.012,0.246,1147,0
0.787,0.036,0.012,0.328,1148,0
0.153,0.536,0.222,0.278,1149,3
0.495,0.754,0.012,0.399,1150,0
0.709,0.043,0.021,0.381,1151,0
0.459,0.717,0.032,0.321,1152,0
0.36,0.197,0.012,0.346,1153,0
0.082,0.438,0.032,0.264,1154,0
0.098,0.393,0.033,0.513,1155,1
0.365,0.155,0.019,0.442,1156,1
0.495,0.754,0.012,0.316,1157,0
0.7,0.653,0.096,0.37,1158,0
0.494,0.733,0.012,0.293,1159,0
0.102,0.475,0.012,0.293,1160,0
0.133,0.416,0.057,0.224,1161,0
0.181,0.628,0.019,0.39,1162,0
0.205,0.238,0.016,0.368,1163,0
0.028,0.523,0.012,0.388,1164,0
0.313,0.796,0.223,0.431,1165,3
0.482,0.758,0.031,0.394,1166,0
0.418,0.747,0.163,0.358,1167,3
0.215,0.241,0.031,0.49,1168,1
0.54,0.117,0.016,0.276,1169,0
0.732,0.67,0.071,0.377,1170,0
0.477,0.734,0.012,0.326,1171,0
0.741,0.682,0.012,0.408,1172,1
0.478,0.734,0.012,0.34,1173,0
0.48,0.734,0.012,0.342,1174,0
0.515,0.945,0.012,0.519,1175,1
0.096,0.439,0.036,0.398,1176,0
0.099,0.439,0.041,0.451,1177,1
0.836,0.024,0.012,0.298,1178,0
0.077,0.498,0.012,0.258,1179,0
0.726,0.087,0.131,0.367,1180,3
0.143,0.302,0.012,0.357,1181,0
0.145,0.538,0.228,0.366,1182,3
0.153,0.483,0.012,0.313,1183,0
0.634,0.613,0.012,0.307,1184,0
0.745,0.705,0.134,0.372,1185,3
0.265,0.186,0.04,0.5,1186,1
0.381,0.208,0.287,0.476,1187,3
0.224,0.344,0.013,0.382,1188,0
0.351,0.177,0.031,0.423,1189,1
0.333,0.18,0.04,0.304,1190,0
0.397,0.603,0.012,0.444,1191,1
0.137,0.508,0.152,0.418,1192,3
0.907,0.671,0.202,0.457,1193,3
0.224,0.797,0.048,0.59,1194,1
0.109,0.341,0.012,0.434,1195,1
0.49,0.69,0.012,0.381,1196,0
0.359,0.171,0.032,0.441,1197,1
0.207,0.54,0.569,0.549,1198,2
0.411,0.729,0.012,0.289,1199,0
0.928,0.025,0.012,0.514,1200,1
0.766,0.688,0.012,0.477,1201,1
0.656,0.674,0.012,0.399,1202,0
0.506,0.955,0.017,0.384,1203,0
0.221,0.744,0.251,0.465,1204,3
0.535,0.1,0.015,0.388,1205,0
0.138,0.507,0.155,0.267,1206,0
0.585,0.705,0.012,0.349,1207,0
0.45,0.982,0.155,0.488,1208,3
0.252,0.254,0.025,0.238,1209,0
0.015,0.488,0.012,0.317,1210,0
0.167,0.261,0.012,0.386,1211,0
0.516,0.72,0.013,0.304,1212,0
0.459,0.946,0.023,0.439,1213,1
0.666,0.544,0.017,0.525,1214,1
0.781,0.678,0.059,0.4,1215,0
0.089,0.507,0.013,0.379,1216,0
0.636,0.534,0.012,0.391,1217,0
0.705,0.603,0.071,0.414,1218,1
0.079,0.413,0.015,0.246,1219,0
0.476,0.734,0.012,0.338,1220,0
0.83,0.02,0.055,0.537,1221,1
0.16,0.487,0.015,0.476,1222,1
0.088,0.509,0.016,0.416,1223,1
0.181,0.267,0.012,0.432,1224,1
0.357,0.199,0.012,0.414,1225,1
0.719,0.558,0.013,0.401,1226,0
0.194,0.717,0.037,0.461,1227,1
0.54,0.104,0.012,0.434,1228,1
0.15,0.309,0.049,0.379,1229,0
0.476,0.706,0.012,0.485,1230,1
0.167,0.27,0.012,0.457,1231,1
0.91,0.617,0.708,0.516,1232,2
0.161,0.444,0.288,0.306,1233,3
0.712,0.677,0.012,0.354,1234,0
0.138,0.447,0.109,0.283,1235,0
0.094,0.48,0.013,0.247,1236,0
0.256,0.763,0.27,0.513,1237,3
0.158,0.434,0.012,0.396,1238,0
0.169,0.546,0.258,0.362,1239,3
0.338,0.171,0.012,0.459,1240,1
0.525,0.558,0.012,0.311,1241,0
0.116,0.429,0.093,0.241,1242,0
0.37,0.82,0.103,0.576,1243,1
0.557,0.058,0.012,0.501,1244,1
0.157,0.433,0.012,0.227,1245,0
0.426,0.528,0.012,0.528,1246,1
0.714,0.572,0.012,0.256,1247,0
0.6,0.789,0.012,0.294,1248,0
0.792,0.023,0.032,0.315,1249,0
0.083,0.44,0.032,0.486,1250,1
0.432,0.529,0.013,0.277,1251,0
0.752,0.673,0.023,0.306,1252,0
0.665,0.587,0.199,0.258,1253,0
0.163,0.434,0.016,0.294,1254,0
0.029,0.52,0.032,0.282,1255,0
0.096,0.439,0.051,0.468,1256,1
0.095,0.438,0.049,0.419,1257,1
0.259,0.265,0.012,0.387,1258,0
0.045,0.551,0.015,0.271,1259,0
0.096,0.438,0.057,0.403,1260,1
0.424,0.528,0.012,0.345,1261,0
0.168,0.501,0.012,0.389,1262,0
0.085,0.499,0.071,0.569,1263,1
0.259,0.265,0.012,0.325,1264,0
0.247,0.733,0.371,0.513,1265,3
0.24,0.759,0.182,0.572,1266,3
0.784,0.676,0.027,0.484,1267,1
0.804,0.011,0.012,0.423,1268,1
0.448,0.982,0.032,0.311,1269,0
0.409,0.734,0.012,0.229,1270,0
0.858,0.027,0.016,0.405,1271,1
0.639,0.612,0.208,0.352,1272,3
0.435,0.738,0.012,0.236,1273,0
0.669,0.589,0.203,0.346,1274,3
0.416,0.732,0.072,0.265,1275,0
0.759,0.708,0.215,0.448,1276,3
0.645,0.63,0.085,0.474,1277,1
0.287,0.775,0.203,0.494,1278,3
0.563,0.544,0.012,0.47,1279,1
0.202,0.559,0.677,0.39,1280,2
0.874,0.039,0.067,0.478,1281,1
0.648,0.615,0.162,0.32,1282,3
0.665,0.591,0.208,0.253,1283,3
0.556,0.547,0.012,0.529,1284,1
0.475,0.595,0.017,0.519,1285,1
0.43,0.735,0.148,0.403,1286,3
0.738,0.701,0.041,0.45,1287,1
0.484,0.718,0.012,0.364,1288,0
0.221,0.226,0.033,0.377,1289,0
0.073,0.428,0.04,0.424,1290,1
0.101,0.513,0.057,0.57,1291,1
0.353,0.168,0.057,0.576,1292,1
0.63,0.658,0.012,0.409,1293,1
0.589,0.561,0.012,0.409,1294,1
0.206,0.494,0.012,0.338,1295,0
0.68,0.586,0.138,0.223,1296,0
0.542,0.104,0.012,0.343,1297,0
0.085,0.498,0.069,0.549,1298,1
0.662,0.63,0.254,0.455,1299,3
0.459,0.727,0.012,0.309,1300,0
0.556,0.545,0.012,0.496,1301,1
0.914,0.608,0.764,0.67,1302,2
0.161,0.308,0.012,0.371,1303,0
0.752,0.684,0.012,0.423,1304,1
0.513,0.98,0.019,0.372,1305,0
0.179,0.489,0.359,0.58,1306,3
0.703,0.692,0.025,0.409,1307,1
0.375,0.781,0.04,0.338,1308,0
0.52,0.562,0.012,0.292,1309,0
0.601,0.709,0.012,0.266,1310,0
0.67,0.076,0.052,0.339,1311,0
0.264,0.766,0.192,0.543,1312,3
0.697,0.676,0.012,0.476,1313,1
0.544,0.956,0.012,0.283,1314,0
0.165,0.536,0.012,0.322,1315,0
0.597,0.576,0.012,0.465,1316,1
0.457,0.727,0.012,0.491,1317,1
0.105,0.555,0.024,0.382,1318,0
0.154,0.308,0.019,0.364,1319,0
0.165,0.523,0.013,0.472,1320,1
0.104,0.332,0.059,0.629,1321,1
0.104,0.334,0.012,0.378,1322,0
0.106,0.333,0.012,0.482,1323,1
0.106,0.334,0.012,0.456,1324,1
0.102,0.334,0.015,0.594,1325,1
0.108,0.335,0.012,0.412,1326,1
0.127,0.336,0.012,0.352,1327,0
0.109,0.334,0.012,0.364,1328,0
0.102,0.334,0.012,0.469,1329,1
0.112,0.333,0.012,0.35,1330,0
0.111,0.335,0.02,0.307,1331,0
0.116,0.336,0.016,0.366,1332,0
0.107,0.337,0.015,0.336,1333,0
0.24,0.696,0.473,0.464,1334,2
0.11,0.335,0.012,0.447,1335,1
0.638,0.539,0.012,0.363,1336,0
0.127,0.337,0.012,0.358,1337,0
0.104,0.334,0.012,0.361,1338,0
0.101,0.336,0.012,0.309,1339,0
0.119,0.526,0.17,0.325,1340,3
0.295,0.227,0.012,0.456,1341,1
0.805,0.675,0.15,0.533,1342,3
0.793,0.089,0.191,0.348,1343,3
0.676,0.62,0.012,0.376,1344,0
0.676,0.621,0.012,0.336,1345,0
0.628,0.611,0.081,0.456,1346,1
0.719,0.588,0.023,0.374,1347,0
0.124,0.554,0.171,0.455,1348,3
0.099,0.438,0.064,0.377,1349,0
0.68,0.071,0.021,0.617,1350,1
0.674,0.62,0.012,0.397,1351,0
0.69,0.593,0.083,0.468,1352,1
0.268,0.771,0.232,0.51,1353,3
0.336,0.79,0.067,0.516,1354,1
0.272,0.189,0.012,0.493,1355,1
0.812,0.725,0.012,0.381,1356,0
0.72,0.682,0.012,0.358,1357,0
0.67,0.601,0.084,0.466,1358,1
0.466,0.75,0.012,0.368,1359,0
0.453,0.731,0.036,0.242,1360,0
0.68,0.07,0.015,0.392,1361,0
0.086,0.5,0.019,0.437,1362,1
0.188,0.185,0.035,0.492,1363,1
0.927,0.692,0.154,0.5,1364,3
0.154,0.31,0.061,0.346,1365,0
0.175,0.298,0.035,0.344,1366,0
0.776,0.691,0.019,0.389,1367,0
0.097,0.514,0.036,0.382,1368,0
0.84,0.697,0.012,0.408,1369,1
0.452,0.736,0.012,0.264,1370,0
0.031,0.403,0.012,0.501,1371,1
