Latitude,Longitude,Depth,Magnitude,No,Cluster
0.587,0.072,0.047,0.531,70463,1
0.157,0.538,0.214,0.342,70464,3
0.643,0.641,0.029,0.324,70465,0
0.504,0.564,0.012,0.237,70466,0
0.561,0.545,0.043,0.233,70467,0
0.631,0.755,0.019,0.436,70468,1
0.77,0.702,0.041,0.347,70469,0
0.153,0.521,0.142,0.277,70470,0
0.644,0.678,0.045,0.299,70471,0
0.492,0.745,0.021,0.546,70472,1
0.609,0.706,0.012,0.309,70473,0
0.597,0.707,0.012,0.299,70474,0
0.891,0.041,0.016,0.26,70475,0
0.638,0.112,0.02,0.238,70476,0
0.813,0.617,0.585,0.454,70477,2
0.891,0.046,0.012,0.435,70478,1
0.364,0.147,0.072,0.407,70479,1
0.921,0.028,0.012,0.324,70480,0
0.493,0.746,0.016,0.473,70481,1
0.682,0.579,0.1,0.311,70482,0
0.493,0.522,0.012,0.263,70483,0
0.495,0.746,0.021,0.351,70484,0
0.293,0.22,0.012,0.305,70485,0
0.157,0.534,0.216,0.406,70486,3
0.494,0.746,0.012,0.438,70487,1
0.697,0.572,0.031,0.345,70488,0
0.678,0.688,0.039,0.293,70489,0
0.318,0.767,0.186,0.465,70490,3
0.715,0.684,0.028,0.351,70491,0
0.303,0.195,0.06,0.54,70492,1
0.617,0.804,0.012,0.458,70493,1
0.494,0.745,0.012,0.355,70494,0
0.718,0.683,0.017,0.274,70495,0
0.603,0.106,0.075,0.292,70496,0
0.723,0.634,0.02,0.298,70497,0
0.612,0.118,0.012,0.366,70498,0
0.254,0.761,0.243,0.557,70499,3
0.956,0.016,0.013,0.268,70500,0
0.178,0.467,0.012,0.392,70501,0
0.177,0.467,0.013,0.319,70502,0
0.177,0.336,0.012,0.278,70503,0
0.7,0.684,0.012,0.367,70504,0
0.644,0.612,0.192,0.595,70505,3
0.176,0.466,0.013,0.324,70506,0
0.244,0.262,0.012,0.368,70507,0
0.143,0.509,0.146,0.335,70508,0
0.496,0.963,0.085,0.479,70509,1
0.308,0.171,0.032,0.572,70510,1
0.485,0.905,0.087,0.635,70511,1
0.434,0.794,0.101,0.458,70512,1
0.665,0.582,0.246,0.259,70513,3
0.548,0.547,0.012,0.252,70514,0
0.461,0.72,0.016,0.335,70515,0
0.207,0.55,0.511,0.514,70516,2
0.32,0.173,0.017,0.352,70517,0
0.109,0.336,0.012,0.415,70518,1
0.536,0.944,0.016,0.292,70519,0
0.727,0.603,0.012,0.298,70520,0
0.661,0.587,0.218,0.23,70521,0
0.642,0.664,0.015,0.415,70522,1
0.496,0.746,0.012,0.283,70523,0
0.542,0.831,0.027,0.441,70524,1
0.661,0.59,0.218,0.296,70525,3
0.282,0.769,0.192,0.507,70526,3
0.144,0.392,0.164,0.338,70527,3
0.545,0.831,0.017,0.291,70528,0
0.606,0.886,0.012,0.368,70529,0
0.229,0.367,0.012,0.433,70530,1
0.569,0.553,0.012,0.308,70531,0
0.217,0.765,0.17,0.581,70532,3
0.165,0.495,0.012,0.252,70533,0
0.314,0.173,0.028,0.373,70534,0
0.06,0.531,0.04,0.257,70535,0
0.412,0.831,0.04,0.438,70536,1
0.539,0.84,0.032,0.262,70537,0
0.57,0.536,0.012,0.287,70538,0
0.749,0.683,0.032,0.357,70539,0
0.179,0.272,0.036,0.273,70540,0
0.458,0.539,0.012,0.284,70541,0
0.255,0.725,0.359,0.545,70542,3
0.304,0.196,0.044,0.57,70543,1
0.128,0.508,0.013,0.233,70544,0
0.663,0.586,0.223,0.248,70545,3
0.752,0.686,0.116,0.366,70546,0
0.162,0.542,0.215,0.359,70547,3
0.563,0.547,0.012,0.251,70548,0
0.812,0.698,0.017,0.501,70549,1
0.163,0.532,0.2,0.383,70550,3
0.776,0.693,0.092,0.495,70551,1
0.543,0.838,0.012,0.259,70552,0
0.655,0.588,0.224,0.226,70553,0
0.536,0.136,0.115,0.305,70554,0
0.132,0.535,0.162,0.362,70555,3
0.736,0.699,0.158,0.279,70556,0
0.134,0.343,0.04,0.259,70557,0
0.705,0.713,0.012,0.228,70558,0
0.412,0.831,0.025,0.46,70559,1
0.012,0.41,0.061,0.546,70560,1
0.121,0.344,0.031,0.363,70561,0
0.636,0.598,0.012,0.327,70562,0
0.522,0.968,0.037,0.388,70563,0
0.496,0.127,0.033,0.403,70564,1
0.722,0.676,0.012,0.322,70565,0
0.112,0.491,0.101,0.233,70566,0
0.696,0.585,0.049,0.226,70567,0
0.896,0.688,0.067,0.42,70568,1
0.579,0.097,0.012,0.26,70569,0
0.599,0.577,0.012,0.277,70570,0
0.167,0.497,0.032,0.354,70571,0
0.818,0.639,0.451,0.398,70572,2
0.757,0.725,0.174,0.228,70573,0
0.105,0.515,0.019,0.22,70574,0
0.141,0.347,0.012,0.315,70575,0
0.206,0.257,0.029,0.323,70576,0
0.623,0.537,0.025,0.237,70577,0
0.147,0.508,0.146,0.278,70578,0
0.105,0.434,0.084,0.368,70579,0
0.598,0.708,0.012,0.288,70580,0
0.179,0.262,0.052,0.36,70581,0
0.12,0.617,0.085,0.285,70582,0
0.642,0.616,0.171,0.384,70583,3
0.153,0.477,0.012,0.506,70584,1
0.312,0.713,0.474,0.486,70585,2
0.209,0.256,0.029,0.242,70586,0
0.494,0.571,0.012,0.316,70587,0
0.496,0.57,0.012,0.433,70588,1
0.3,0.214,0.012,0.446,70589,1
0.298,0.213,0.012,0.296,70590,0
0.268,0.787,0.012,0.499,70591,1
0.593,0.576,0.012,0.326,70592,0
0.158,0.584,0.033,0.263,70593,0
0.218,0.482,0.813,0.51,70594,2
0.676,0.668,0.012,0.355,70595,0
0.747,0.671,0.015,0.51,70596,1
0.569,0.555,0.012,0.265,70597,0
0.874,0.691,0.052,0.344,70598,0
0.862,0.69,0.036,0.462,70599,1
0.493,0.57,0.012,0.224,70600,0
0.926,0.003,0.044,0.284,70601,0
0.246,0.296,0.012,0.292,70602,0
0.247,0.295,0.012,0.266,70603,0
0.553,0.954,0.012,0.462,70604,1
0.664,0.674,0.04,0.421,70605,1
0.136,0.346,0.012,0.225,70606,0
0.467,0.908,0.017,0.379,70607,0
0.501,0.561,0.012,0.392,70608,0
0.246,0.295,0.013,0.234,70609,0
0.904,0.032,0.012,0.318,70610,0
0.696,0.306,0.044,0.461,70611,1
0.143,0.534,0.174,0.363,70612,3
0.472,0.775,0.016,0.374,70613,0
0.788,0.722,0.192,0.355,70614,3
0.857,0.031,0.02,0.313,70615,0
0.093,0.504,0.047,0.269,70616,0
0.639,0.606,0.148,0.244,70617,0
0.492,0.745,0.012,0.31,70618,0
0.495,0.745,0.012,0.315,70619,0
0.394,0.866,0.02,0.46,70620,1
0.512,0.984,0.012,0.426,70621,1
0.507,0.567,0.012,0.264,70622,0
0.587,0.859,0.012,0.42,70623,1
0.263,0.195,0.012,0.374,70624,0
0.097,0.586,0.028,0.284,70625,0
0.857,0.702,0.073,0.39,70626,0
0.462,0.779,0.04,0.298,70627,0
0.814,0.601,0.678,0.516,70628,2
0.557,0.1,0.013,0.39,70629,0
0.921,0.028,0.123,0.24,70630,0
0.506,0.601,0.012,0.354,70631,0
0.242,0.255,0.139,0.27,70632,0
0.161,0.543,0.23,0.444,70633,3
0.277,0.208,0.021,0.222,70634,0
0.158,0.514,0.012,0.256,70635,0
0.662,0.552,0.056,0.357,70636,0
0.222,0.752,0.242,0.527,70637,3
0.17,0.608,0.278,0.459,70638,3
0.255,0.757,0.267,0.544,70639,3
0.757,0.702,0.138,0.292,70640,0
0.163,0.279,0.033,0.335,70641,0
0.485,0.906,0.104,0.421,70642,1
0.296,0.192,0.012,0.355,70643,0
0.846,0.718,0.097,0.484,70644,1
0.173,0.267,0.035,0.292,70645,0
0.426,0.906,0.17,0.382,70646,3
0.11,0.515,0.013,0.239,70647,0
0.468,0.779,0.012,0.348,70648,0
0.149,0.572,0.228,0.395,70649,3
0.079,0.418,0.012,0.541,70650,1
0.083,0.475,0.036,0.411,70651,1
0.643,0.633,0.083,0.395,70652,0
0.687,0.538,0.041,0.479,70653,1
0.793,0.695,0.049,0.319,70654,0
0.832,0.695,0.019,0.326,70655,0
0.787,0.083,0.17,0.257,70656,0
0.542,0.553,0.012,0.221,70657,0
0.153,0.555,0.218,0.481,70658,3
0.845,0.047,0.076,0.297,70659,0
0.496,0.746,0.012,0.294,70660,0
0.642,0.621,0.166,0.459,70661,3
0.743,0.701,0.15,0.264,70662,0
0.538,0.91,0.015,0.396,70663,0
0.125,0.342,0.012,0.242,70664,0
0.598,0.72,0.012,0.283,70665,0
0.805,0.678,0.045,0.522,70666,1
0.465,0.739,0.012,0.293,70667,0
0.778,0.668,0.107,0.408,70668,1
0.237,0.236,0.127,0.31,70669,0
0.758,0.724,0.143,0.419,70670,3
0.888,0.013,0.033,0.288,70671,0
0.39,0.761,0.176,0.442,70672,3
0.471,0.134,0.029,0.442,70673,1
0.645,0.614,0.135,0.33,70674,0
0.749,0.703,0.186,0.324,70675,3
0.142,0.52,0.208,0.446,70676,3
0.451,0.781,0.053,0.351,70677,0
0.137,0.528,0.139,0.377,70678,3
0.106,0.408,0.012,0.463,70679,1
0.188,0.711,0.22,0.569,70680,3
0.731,0.068,0.025,0.319,70681,0
0.671,0.6,0.119,0.229,70682,0
0.75,0.086,0.138,0.279,70683,0
0.715,0.721,0.012,0.306,70684,0
0.611,0.619,0.012,0.398,70685,0
0.604,0.128,0.171,0.256,70686,0
0.373,0.76,0.196,0.464,70687,3
0.6,0.541,0.012,0.26,70688,0
0.637,0.658,0.015,0.562,70689,1
0.497,0.988,0.012,0.325,70690,0
0.72,0.565,0.012,0.37,70691,0
0.637,0.658,0.012,0.552,70692,1
0.754,0.701,0.132,0.345,70693,0
0.644,0.625,0.152,0.387,70694,3
0.539,0.552,0.012,0.345,70695,0
0.709,0.544,0.016,0.349,70696,0
0.206,0.381,0.013,0.52,70697,1
0.667,0.582,0.274,0.377,70698,3
0.206,0.381,0.015,0.244,70699,0
0.792,0.724,0.268,0.336,70700,3
0.337,0.817,0.039,0.385,70701,0
0.646,0.658,0.033,0.42,70702,1
0.131,0.44,0.059,0.261,70703,0
0.228,0.214,0.025,0.386,70704,0
0.101,0.403,0.021,0.311,70705,0
0.114,0.526,0.063,0.269,70706,0
0.431,0.53,0.013,0.258,70707,0
0.12,0.403,0.047,0.347,70708,0
0.772,0.722,0.095,0.615,70709,1
0.778,0.723,0.1,0.348,70710,0
0.481,0.854,0.012,0.358,70711,0
0.393,0.85,0.015,0.396,70712,0
0.641,0.642,0.019,0.397,70713,0
0.525,0.123,0.015,0.346,70714,0
0.676,0.745,0.012,0.43,70715,1
0.248,0.442,0.104,0.283,70716,0
0.757,0.085,0.138,0.384,70717,3
0.646,0.586,0.326,0.356,70718,3
0.661,0.443,0.012,0.507,70719,1
0.021,0.552,0.037,0.238,70720,0
0.583,0.694,0.012,0.441,70721,1
0.647,0.613,0.097,0.276,70722,0
0.586,0.074,0.063,0.543,70723,1
0.586,0.074,0.048,0.663,70724,1
0.325,0.784,0.13,0.529,70725,1
0.154,0.279,0.012,0.335,70726,0
0.083,0.467,0.041,0.364,70727,0
0.691,0.087,0.077,0.336,70728,0
0.218,0.747,0.142,0.493,70729,3
0.629,0.611,0.072,0.222,70730,0
0.486,0.927,0.016,0.368,70731,0
0.183,0.514,0.032,0.334,70732,0
0.445,0.939,0.134,0.419,70733,3
0.733,0.734,0.012,0.288,70734,0
0.101,0.519,0.051,0.282,70735,0
0.092,0.52,0.047,0.222,70736,0
0.592,0.706,0.012,0.315,70737,0
0.22,0.233,0.036,0.342,70738,0
0.109,0.489,0.016,0.228,70739,0
0.678,0.662,0.037,0.332,70740,0
0.557,0.548,0.012,0.259,70741,0
0.659,0.597,0.198,0.267,70742,3
0.196,0.715,0.186,0.488,70743,3
0.37,0.586,0.012,0.295,70744,0
0.359,0.175,0.033,0.342,70745,0
0.282,0.195,0.032,0.43,70746,1
0.629,0.61,0.076,0.534,70747,1
0.165,0.492,0.012,0.244,70748,0
0.2,0.27,0.02,0.281,70749,0
0.404,0.579,0.012,0.288,70750,0
0.684,0.097,0.16,0.442,70751,3
0.616,0.616,0.025,0.34,70752,0
0.146,0.514,0.021,0.333,70753,0
0.502,0.703,0.012,0.332,70754,0
0.214,0.241,0.019,0.355,70755,0
0.172,0.404,0.012,0.343,70756,0
0.249,0.206,0.015,0.275,70757,0
0.158,0.609,0.012,0.227,70758,0
0.765,0.701,0.1,0.295,70759,0
0.158,0.545,0.212,0.383,70760,3
0.176,0.497,0.027,0.279,70761,0
0.759,0.71,0.278,0.289,70762,3
0.517,0.985,0.012,0.266,70763,0
0.518,0.568,0.012,0.242,70764,0
0.576,0.555,0.012,0.247,70765,0
0.089,0.496,0.037,0.447,70766,1
0.622,0.818,0.012,0.237,70767,0
0.121,0.334,0.048,0.277,70768,0
0.127,0.618,0.091,0.265,70769,0
0.489,0.981,0.047,0.264,70770,0
0.622,0.826,0.012,0.31,70771,0
0.123,0.445,0.108,0.315,70772,0
0.818,0.699,0.045,0.32,70773,0
0.145,0.57,0.199,0.248,70774,0
0.185,0.515,0.039,0.253,70775,0
0.262,0.202,0.012,0.383,70776,0
0.637,0.61,0.072,0.364,70777,0
0.673,0.644,0.142,0.336,70778,0
0.709,0.665,0.031,0.318,70779,0
0.539,0.964,0.017,0.43,70780,1
0.106,0.535,0.028,0.522,70781,1
0.105,0.534,0.032,0.478,70782,1
0.615,0.619,0.019,0.387,70783,0
0.09,0.469,0.04,0.516,70784,1
0.589,0.645,0.033,0.501,70785,1
0.768,0.675,0.13,0.509,70786,1
0.279,0.788,0.107,0.561,70787,1
0.71,0.539,0.012,0.373,70788,0
0.17,0.539,0.012,0.241,70789,0
0.411,0.125,0.012,0.511,70790,1
0.433,0.703,0.012,0.281,70791,0
0.503,0.994,0.012,0.234,70792,0
0.73,0.686,0.016,0.312,70793,0
0.053,0.527,0.012,0.304,70794,0
0.719,0.55,0.012,0.501,70795,1
0.014,0.346,0.012,0.502,70796,1
0.682,0.547,0.012,0.271,70797,0
0.862,0.684,0.071,0.449,70798,1
0.16,0.547,0.012,0.344,70799,0
0.798,0.015,0.021,0.57,70800,1
0.804,0.02,0.031,0.456,70801,1
0.589,0.691,0.012,0.381,70802,0
0.672,0.588,0.226,0.229,70803,3
0.412,0.151,0.029,0.406,70804,1
0.699,0.555,0.021,0.276,70805,0
0.843,0.692,0.024,0.392,70806,0
0.113,0.384,0.128,0.561,70807,1
0.732,0.724,0.089,0.496,70808,1
0.099,0.522,0.048,0.355,70809,0
0.435,0.88,0.012,0.29,70810,0
0.7,0.676,0.024,0.236,70811,0
0.706,0.589,0.031,0.23,70812,0
0.142,0.509,0.151,0.39,70813,3
0.657,0.534,0.016,0.257,70814,0
0.848,0.694,0.012,0.352,70815,0
0.836,0.692,0.012,0.358,70816,0
0.513,0.592,0.012,0.384,70817,0
0.106,0.338,0.031,0.375,70818,0
0.85,0.011,0.048,0.322,70819,0
0.509,0.591,0.015,0.366,70820,0
0.724,0.587,0.012,0.261,70821,0
0.53,0.109,0.012,0.393,70822,0
0.189,0.267,0.039,0.345,70823,0
0.093,0.549,0.073,0.301,70824,0
0.274,0.767,0.232,0.54,70825,3
0.414,0.747,0.134,0.402,70826,3
0.462,0.978,0.147,0.412,70827,3
0.606,0.045,0.035,0.441,70828,1
0.638,0.598,0.047,0.259,70829,0
0.118,0.394,0.031,0.357,70830,0
0.732,0.697,0.144,0.508,70831,3
0.175,0.465,0.033,0.345,70832,0
0.186,0.29,0.167,0.309,70833,0
0.601,0.944,0.027,0.447,70834,1
0.356,0.15,0.049,0.391,70835,0
0.14,0.396,0.184,0.483,70836,3
0.64,0.609,0.127,0.28,70837,0
0.803,0.727,0.3,0.434,70838,3
0.301,0.181,0.015,0.4,70839,0
0.034,0.55,0.02,0.351,70840,0
0.203,0.546,0.491,0.342,70841,2
0.583,0.625,0.012,0.352,70842,0
0.148,0.296,0.068,0.412,70843,1
0.193,0.485,0.015,0.295,70844,0
0.04,0.546,0.033,0.238,70845,0
0.746,0.686,0.015,0.447,70846,1
0.13,0.52,0.115,0.236,70847,0
0.175,0.517,0.043,0.29,70848,0
0.47,0.755,0.016,0.259,70849,0
0.127,0.379,0.043,0.538,70850,1
0.38,0.664,0.563,0.493,70851,2
0.392,0.85,0.013,0.432,70852,1
0.247,0.767,0.203,0.563,70853,3
0.031,0.466,0.012,0.328,70854,0
0.102,0.337,0.012,0.351,70855,0
0.94,0.021,0.012,0.278,70856,0
0.691,0.63,0.346,0.295,70857,3
0.687,0.681,0.013,0.532,70858,1
0.676,0.68,0.024,0.384,70859,0
0.109,0.337,0.012,0.332,70860,0
0.773,0.075,0.112,0.582,70861,1
0.68,0.682,0.015,0.302,70862,0
0.649,0.615,0.204,0.247,70863,0
0.157,0.293,0.036,0.403,70864,1
0.406,0.955,0.012,0.426,70865,1
0.403,0.736,0.019,0.404,70866,1
0.509,0.995,0.012,0.348,70867,0
0.195,0.725,0.155,0.504,70868,3
0.587,0.555,0.012,0.298,70869,0
0.03,0.399,0.012,0.409,70870,1
0.695,0.593,0.036,0.278,70871,0
0.032,0.398,0.071,0.346,70872,0
0.844,0.721,0.069,0.392,70873,0
0.61,0.582,0.012,0.234,70874,0
0.658,0.445,0.012,0.405,70875,1
0.633,0.606,0.096,0.281,70876,0
0.137,0.461,0.123,0.231,70877,0
0.874,0.02,0.044,0.41,70878,1
0.174,0.261,0.025,0.349,70879,0
0.885,0.687,0.024,0.271,70880,0
0.164,0.466,0.012,0.286,70881,0
0.668,0.659,0.032,0.346,70882,0
0.767,0.087,0.012,0.509,70883,1
0.639,0.612,0.168,0.305,70884,0
0.764,0.087,0.012,0.401,70885,0
0.447,0.976,0.116,0.488,70886,1
0.958,0.015,0.016,0.42,70887,1
0.154,0.303,0.041,0.494,70888,1
0.303,0.182,0.017,0.361,70889,0
0.069,0.491,0.02,0.267,70890,0
0.712,0.529,0.012,0.393,70891,0
0.241,0.227,0.025,0.495,70892,1
0.413,0.732,0.172,0.347,70893,3
0.221,0.76,0.179,0.554,70894,3
0.266,0.215,0.019,0.418,70895,1
0.709,0.097,0.012,0.343,70896,0
0.471,0.717,0.012,0.398,70897,0
0.526,0.445,0.012,0.373,70898,0
0.114,0.6,0.136,0.326,70899,0
0.089,0.439,0.015,0.433,70900,1
0.677,0.561,0.084,0.37,70901,0
0.477,0.593,0.012,0.515,70902,1
0.093,0.453,0.067,0.268,70903,0
0.608,0.594,0.012,0.423,70904,1
0.677,0.684,0.039,0.293,70905,0
0.569,0.546,0.012,0.347,70906,0
0.599,0.105,0.047,0.296,70907,0
0.638,0.608,0.115,0.35,70908,0
0.649,0.618,0.203,0.278,70909,3
0.758,0.701,0.105,0.474,70910,1
0.842,0.691,0.012,0.398,70911,0
0.098,0.402,0.012,0.404,70912,1
0.115,0.504,0.085,0.266,70913,0
0.085,0.499,0.012,0.413,70914,1
0.609,0.679,0.012,0.34,70915,0
0.163,0.496,0.017,0.241,70916,0
0.68,0.68,0.023,0.369,70917,0
0.111,0.517,0.064,0.307,70918,0
0.618,0.803,0.012,0.223,70919,0
0.083,0.448,0.013,0.3,70920,0
0.672,0.624,0.32,0.352,70921,3
0.926,0.029,0.024,0.236,70922,0
0.77,0.715,0.012,0.326,70923,0
0.422,0.872,0.013,0.336,70924,0
0.545,0.965,0.012,0.398,70925,0
0.502,0.988,0.012,0.385,70926,0
0.222,0.655,0.585,0.361,70927,2
0.774,0.71,0.012,0.422,70928,1
0.664,0.107,0.012,0.338,70929,0
0.207,0.596,0.012,0.329,70930,0
0.105,0.535,0.025,0.347,70931,0
0.507,0.957,0.013,0.295,70932,0
0.666,0.584,0.259,0.369,70933,3
0.177,0.264,0.027,0.299,70934,0
0.335,0.845,0.013,0.41,70935,1
0.776,0.689,0.037,0.532,70936,1
0.378,0.776,0.076,0.471,70937,1
0.178,0.262,0.02,0.312,70938,0
0.457,0.787,0.019,0.311,70939,0
0.15,0.477,0.012,0.303,70940,0
0.857,0.043,0.035,0.265,70941,0
0.764,0.087,0.012,0.352,70942,0
0.765,0.087,0.012,0.322,70943,0
0.767,0.086,0.012,0.337,70944,0
0.401,0.843,0.023,0.401,70945,0
0.539,0.116,0.031,0.39,70946,0
0.134,0.487,0.012,0.325,70947,0
0.392,0.623,0.012,0.45,70948,1
0.538,0.117,0.031,0.343,70949,0
0.781,0.69,0.027,0.282,70950,0
0.671,0.078,0.017,0.304,70951,0
0.599,0.557,0.013,0.245,70952,0
0.64,0.611,0.099,0.435,70953,1
0.119,0.521,0.115,0.406,70954,3
0.716,0.72,0.012,0.294,70955,0
0.641,0.615,0.176,0.392,70956,3
0.715,0.72,0.012,0.257,70957,0
0.508,0.965,0.063,0.349,70958,0
0.063,0.321,0.012,0.448,70959,1
0.237,0.754,0.238,0.572,70960,3
0.041,0.547,0.033,0.294,70961,0
0.525,0.961,0.013,0.439,70962,1
0.179,0.493,0.025,0.221,70963,0
0.61,0.623,0.015,0.294,70964,0
0.69,0.716,0.012,0.361,70965,0
0.142,0.315,0.041,0.433,70966,1
0.224,0.65,0.736,0.478,70967,2
0.847,0.713,0.099,0.581,70968,1
0.609,0.597,0.012,0.608,70969,1
0.301,0.768,0.15,0.395,70970,3
0.61,0.624,0.012,0.343,70971,0
0.145,0.327,0.053,0.293,70972,0
0.141,0.328,0.056,0.428,70973,1
0.14,0.327,0.048,0.342,70974,0
0.139,0.327,0.051,0.304,70975,0
0.143,0.328,0.056,0.513,70976,1
0.76,0.697,0.051,0.377,70977,0
0.588,0.807,0.012,0.33,70978,0
0.139,0.328,0.048,0.36,70979,0
0.14,0.328,0.047,0.379,70980,0
0.159,0.534,0.2,0.25,70981,0
0.638,0.613,0.184,0.405,70982,3
0.141,0.328,0.045,0.348,70983,0
0.149,0.607,0.243,0.408,70984,3
0.437,0.526,0.019,0.304,70985,0
0.139,0.327,0.041,0.346,70986,0
0.403,0.615,0.024,0.37,70987,0
0.617,0.599,0.019,0.346,70988,0
0.415,0.84,0.012,0.366,70989,0
0.411,0.737,0.02,0.333,70990,0
0.492,1.0,0.012,0.305,70991,0
0.169,0.549,0.012,0.233,70992,0
0.417,0.713,0.019,0.365,70993,0
0.457,0.727,0.012,0.235,70994,0
0.483,0.745,0.012,0.336,70995,0
0.762,0.088,0.012,0.273,70996,0
0.833,0.027,0.059,0.466,70997,1
0.271,0.659,0.746,0.519,70998,2
0.602,0.107,0.077,0.299,70999,0
0.64,0.533,0.031,0.231,71000,0
0.092,0.325,0.016,0.405,71001,1
0.422,0.879,0.012,0.326,71002,0
0.443,0.127,0.012,0.368,71003,0
0.427,0.144,0.024,0.353,71004,0
0.678,0.569,0.076,0.249,71005,0
0.707,0.67,0.041,0.341,71006,0
0.183,0.493,0.032,0.587,71007,1
0.256,0.195,0.012,0.451,71008,1
0.182,0.493,0.024,0.25,71009,0
0.12,0.334,0.021,0.316,71010,0
0.799,0.699,0.076,0.31,71011,0
0.38,0.751,0.274,0.315,71012,3
0.749,0.702,0.158,0.273,71013,0
0.63,0.088,0.039,0.27,71014,0
0.002,0.504,0.012,0.354,71015,0
0.401,0.627,0.025,0.501,71016,1
0.143,0.454,0.033,0.352,71017,0
0.78,0.724,0.278,0.359,71018,3
0.607,0.619,0.012,0.371,71019,0
0.612,0.689,0.012,0.328,71020,0
0.683,0.076,0.012,0.297,71021,0
0.544,0.845,0.057,0.535,71022,1
0.132,0.628,0.012,0.27,71023,0
0.304,0.809,0.069,0.572,71024,1
0.233,0.208,0.031,0.405,71025,1
0.922,0.028,0.012,0.271,71026,0
0.135,0.47,0.019,0.22,71027,0
0.529,0.576,0.012,0.295,71028,0
0.44,0.926,0.016,0.459,71029,1
0.644,0.05,0.037,0.592,71030,1
0.637,0.047,0.031,0.467,71031,1
0.642,0.049,0.037,0.53,71032,1
0.465,0.739,0.012,0.306,71033,0
0.513,0.981,0.012,0.346,71034,0
0.643,0.05,0.047,0.359,71035,0
0.19,0.737,0.088,0.482,71036,1
0.786,0.74,0.049,0.401,71037,0
0.308,0.193,0.045,0.325,71038,0
0.651,0.052,0.037,0.404,71039,1
0.637,0.047,0.036,0.401,71040,0
0.249,0.253,0.012,0.462,71041,1
0.111,0.323,0.012,0.396,71042,0
0.783,0.723,0.195,0.37,71043,3
0.427,0.983,0.029,0.729,71044,1
0.642,0.614,0.155,0.361,71045,3
0.652,0.052,0.043,0.378,71046,0
0.213,0.267,0.164,0.33,71047,3
0.053,0.538,0.012,0.384,71048,0
0.647,0.051,0.047,0.427,71049,1
0.899,0.676,0.175,0.542,71050,3
0.837,0.029,0.012,0.395,71051,0
0.109,0.497,0.016,0.235,71052,0
0.643,0.611,0.171,0.257,71053,0
0.643,0.587,0.382,0.326,71054,3
0.688,0.537,0.025,0.326,71055,0
0.704,0.053,0.049,0.357,71056,0
0.504,0.99,0.012,0.288,71057,0
0.424,0.985,0.024,0.556,71058,1
0.703,0.043,0.013,0.463,71059,1
0.64,0.049,0.045,0.482,71060,1
0.768,0.029,0.021,0.295,71061,0
0.744,0.686,0.015,0.41,71062,1
0.082,0.533,0.032,0.267,71063,0
0.65,0.051,0.045,0.341,71064,0
0.364,0.759,0.22,0.517,71065,3
0.134,0.574,0.211,0.311,71066,3
0.746,0.702,0.199,0.311,71067,3
0.647,0.05,0.049,0.369,71068,0
0.103,0.454,0.02,0.273,71069,0
0.561,0.548,0.012,0.315,71070,0
0.529,0.119,0.025,0.322,71071,0
0.652,0.045,0.068,0.337,71072,0
0.09,0.412,0.012,0.327,71073,0
0.156,0.484,0.012,0.266,71074,0
0.746,0.685,0.012,0.396,71075,0
0.641,0.627,0.059,0.327,71076,0
0.452,0.739,0.012,0.326,71077,0
0.152,0.458,0.012,0.267,71078,0
0.835,0.716,0.06,0.428,71079,1
0.642,0.538,0.012,0.23,71080,0
0.477,0.736,0.015,0.339,71081,0
0.374,0.875,0.116,0.494,71082,1
0.932,0.024,0.012,0.318,71083,0
0.191,0.268,0.043,0.229,71084,0
0.42,0.162,0.013,0.402,71085,0
0.441,0.762,0.061,0.32,71086,0
0.635,0.609,0.097,0.309,71087,0
0.146,0.358,0.139,0.382,71088,3
0.468,0.896,0.043,0.343,71089,0
0.774,0.721,0.206,0.307,71090,3
0.397,0.713,0.027,0.295,71091,0
0.575,0.141,0.236,0.283,71092,3
0.224,0.654,0.601,0.399,71093,2
0.476,0.736,0.012,0.296,71094,0
0.352,0.851,0.012,0.456,71095,1
0.646,0.051,0.039,0.366,71096,0
0.646,0.05,0.039,0.431,71097,1
0.752,0.701,0.092,0.358,71098,0
0.887,0.693,0.029,0.36,71099,0
0.171,0.28,0.029,0.276,71100,0
0.503,0.564,0.012,0.513,71101,1
0.503,0.563,0.012,0.293,71102,0
0.425,0.986,0.023,0.356,71103,0
0.54,0.838,0.012,0.35,71104,0
0.644,0.049,0.025,0.581,71105,1
0.504,0.564,0.012,0.368,71106,0
0.642,0.051,0.053,0.308,71107,0
0.458,0.978,0.135,0.339,71108,0
0.76,0.68,0.032,0.417,71109,1
0.196,0.238,0.027,0.51,71110,1
0.669,0.593,0.146,0.219,71111,0
0.645,0.051,0.025,0.419,71112,1
0.679,0.547,0.012,0.279,71113,0
0.335,0.192,0.071,0.338,71114,0
0.685,0.659,0.047,0.46,71115,1
0.119,0.38,0.043,0.406,71116,1
0.788,0.672,0.069,0.489,71117,1
0.393,0.156,0.037,0.377,71118,0
0.614,0.711,0.012,0.277,71119,0
0.439,0.714,0.154,0.318,71120,0
0.777,0.606,0.012,0.522,71121,1
0.465,0.157,0.012,0.283,71122,0
0.222,0.751,0.182,0.657,71123,1
0.458,0.151,0.036,0.26,71124,0
0.314,0.78,0.2,0.479,71125,3
0.145,0.328,0.039,0.455,71126,1
0.676,0.679,0.012,0.34,71127,0
